Date,Name of Basin ,Name of Sub-Basin,QPF issued  valid for Day-1,QPF issued  valid for Day-2,QPF issued  valid for Day-3,QPF issued  valid for Day-4,QPF issued  valid for Day-5,QPF issued  valid for Day-6,QPF issued  valid for Day-7,Realized Rainfall in mm
01-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,
01-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0,0.1-10,0,0,0,
01-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0,0,0,
01-Jun-2025,Ganga,SON,0,0,0,0.1-10,0,0,0,
01-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0.1-10,0,0,0,0,
01-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0,0,0,0,
01-Jun-2025,Ganga,KANHAR,0,0,0,0,0,0,0,
01-Jun-2025,Ganga,UPPER SON,0,0,0,0,0,0,0,
02-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0,0,14.8
02-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0,0,0,0,4.6
02-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0,0,0,0,0,0.8
02-Jun-2025,Ganga,SON,0.1-10,0.1-10,0,0,0,0,0,0.2
02-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0,0,0,0,0,2.2
02-Jun-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.5
02-Jun-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0,0,0,0,2.3
02-Jun-2025,Ganga,UPPER SON,0,0.1-10,0.1-10,0.1-10,0,0,0,2.1
03-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.0
03-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0.1-10,0.1-10,0.1-10,0,0,0.1-10,0.9
03-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0,0,0,0,0,1.6
03-Jun-2025,Ganga,SON,0.1-10,0.1-10,0,0,0,0,0,0.0
03-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0,0.1-10,0,0,2.6
03-Jun-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,0,0,0,0,0.0
03-Jun-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0,0,0,0,0.6
03-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0,0,0,0,0.7
04-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,11.5
04-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0,0,0,0.1-10,0.1-10,3.8
04-Jun-2025,Ganga,GANDAK,0.1-10,0,0,0,0,0,0.1-10,4.3
04-Jun-2025,Ganga,SON,0.1-10,0,0,0,0,0,0.1-10,2.4
04-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0,0,0,0,0.1-10,2.1
04-Jun-2025,Ganga,NORTH KOEL,0.1-10,0,0,0,0,0,0.1-10,0.6
04-Jun-2025,Ganga,KANHAR,0.1-10,0,0,0,0,0,0.1-10,0.0
04-Jun-2025,Ganga,UPPER SON,0.1-10,0,0,0,0,0,0.1-10,1.0
05-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,6.4
05-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0,0,0,0,0.1-10,0,1.2
05-Jun-2025,Ganga,GANDAK,0.1-10,0,0,0,0,0.1-10,0,1.3
05-Jun-2025,Ganga,SON,0.1-10,0,0,0,0,0,0,1.9
05-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,7.5
05-Jun-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.4
05-Jun-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
05-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,0,0,0,0,0,2.2
06-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,5.2
06-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
06-Jun-2025,Ganga,GANDAK,0.1-10,0,0,0.1-10,0.1-10,0.1-10,0.1-10,1.9
06-Jun-2025,Ganga,SON,0.1-10,0,0,0,0,0,0,2.7
06-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0,0,0,0.1-10,0.1-10,0.8
06-Jun-2025,Ganga,NORTH KOEL,0.1-10,0,0,0,0,0.1-10,0.1-10,0.0
06-Jun-2025,Ganga,KANHAR,0.1-10,0,0,0,0.1-10,0.1-10,0.1-10,0.0
06-Jun-2025,Ganga,UPPER SON,0,0,0,0,0.1-10,0.1-10,0.1-10,0.9
07-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.8
07-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,3.2
07-Jun-2025,Ganga,GANDAK,0.1-10,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,4.8
07-Jun-2025,Ganga,SON,0,0,0,0.1-10,0,0.1-10,0.1-10,0.0
07-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0.1-10,0.1-10,0,0.1-10,2.6
07-Jun-2025,Ganga,NORTH KOEL,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
07-Jun-2025,Ganga,KANHAR,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
07-Jun-2025,Ganga,UPPER SON,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,KOSI/MAHANANDA,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
08-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,GANDAK,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,SON,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
08-Jun-2025,Ganga,UPPER SON,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,KOSI/MAHANANDA,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,GANDAK,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,SON,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,NORTH KOEL,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,KANHAR,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
09-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,KOSI/MAHANANDA,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,GANDAK,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,SON,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
10-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,BAGMATI/ADHWARA,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,GANDAK,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,SON,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
11-Jun-2025,Ganga,UPPER SON,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,1.1
12-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,SON,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
12-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
13-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,26-37,1.4
13-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.0
13-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
13-Jun-2025,Ganga,SON,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
13-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.8
13-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
13-Jun-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
13-Jun-2025,Ganga,UPPER SON,0,0.1-10,0.1-10,0.1-10,26-37,0.1-10,26-37,0.2
14-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.2
14-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.2
14-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.9
14-Jun-2025,Ganga,SON,0,0,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.0
14-Jun-2025,Ganga,PUNPUN/DHAB NADI,0,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1
14-Jun-2025,Ganga,NORTH KOEL,0,0,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.0
14-Jun-2025,Ganga,KANHAR,0,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.0
14-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,26-37,25-Nov,0.1-10,0.0
15-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,12.1
15-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.0
15-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,1.9
15-Jun-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.0
15-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,0.0
15-Jun-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.0
15-Jun-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.0
15-Jun-2025,Ganga,UPPER SON,0.1-10,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,1.8
16-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,1.8
16-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1
16-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,2.4
16-Jun-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.6
16-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.9
16-Jun-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.9
16-Jun-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,2.5
16-Jun-2025,Ganga,UPPER SON,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,3.6
17-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,4.6
17-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.2
17-Jun-2025,Ganga,GANDAK,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,10.1
17-Jun-2025,Ganga,SON,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.4
17-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,2.6
17-Jun-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,26-37,25-Nov,25-Nov,0.1-10,0.1-10,10.1
17-Jun-2025,Ganga,KANHAR,25-Nov,25-Nov,26-37,26-37,0.1-10,0.1-10,0.1-10,20.0
17-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,26-37,0.1-10,0.1-10,0.1-10,5.0
18-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,5.3
18-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,2.9
18-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,5.8
18-Jun-2025,Ganga,SON,25-Nov,26-37,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,10.2
18-Jun-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,13.2
18-Jun-2025,Ganga,NORTH KOEL,26-37,38-50,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,32.0
18-Jun-2025,Ganga,KANHAR,26-37,38-50,26-37,25-Nov,0.1-10,0.1-10,0.1-10,13.0
18-Jun-2025,Ganga,UPPER SON,26-37,25-Nov,26-37,25-Nov,0.1-10,0.1-10,0.1-10,9.0
19-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,7.3
19-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,3.2
19-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,7.2
19-Jun-2025,Ganga,SON,25-Nov,25-Nov,26-37,0.1-10,0.1-10,0.1-10,0.1-10,13.3
19-Jun-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,25.0
19-Jun-2025,Ganga,NORTH KOEL,26-37,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,65.4
19-Jun-2025,Ganga,KANHAR,26-37,26-37,0.1-10,0.1-10,25-Nov,0.1-10,25-Nov,44.2
19-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,4.1
20-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,6.3
20-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,8.9
20-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,26-37,25-Nov,0.1-10,0.1-10,8.3
20-Jun-2025,Ganga,SON,25-Nov,26-37,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,10.6
20-Jun-2025,Ganga,PUNPUN/DHAB NADI,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,31.0
20-Jun-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,23.6
20-Jun-2025,Ganga,KANHAR,26-37,26-37,25-Nov,0.1-10,0.1-10,25-Nov,25-Nov,10.9
20-Jun-2025,Ganga,UPPER SON,25-Nov,26-37,26-37,25-Nov,0.1-10,25-Nov,25-Nov,15.1
21-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,26-37,25-Nov,0.1-10,0.1-10,0.1-10,7.6
21-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,1.9
21-Jun-2025,Ganga,GANDAK,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,2.2
21-Jun-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,26-37,25-Nov,0.1-10,0.1-10,9.7
21-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,10.4
21-Jun-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,25-Nov,26-37,25-Nov,0.1-10,0.1-10,24.0
21-Jun-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,29.2
21-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,17.5
22-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,7.8
22-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,6.6
22-Jun-2025,Ganga,GANDAK,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,5.7
22-Jun-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,3.8
22-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,3.6
22-Jun-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,1.1
22-Jun-2025,Ganga,KANHAR,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,4.7
22-Jun-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,10.8
23-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,25-Nov,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,14.6
23-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,6.0
23-Jun-2025,Ganga,GANDAK,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,5.8
23-Jun-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,8.7
23-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,3.0
23-Jun-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,4.5
23-Jun-2025,Ganga,KANHAR,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,7.0
23-Jun-2025,Ganga,UPPER SON,0.1-10,25-Nov,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,4.0
24-Jun-2025,Ganga,KOSI/MAHANANDA,25-Nov,0.1-10,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,15.1
24-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,10.9
24-Jun-2025,Ganga,GANDAK,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,8.7
24-Jun-2025,Ganga,SON,25-Nov,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,7.2
24-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,8.4
24-Jun-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,8.4
24-Jun-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,18.1
24-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,8.8
25-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,1.6
25-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,3.3
25-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,2.6
25-Jun-2025,Ganga,SON,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,4.0
25-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,4.3
25-Jun-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,9.3
25-Jun-2025,Ganga,KANHAR,0.1-10,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,2.5
25-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,25-Nov,26-37,26-37,25-Nov,18.6
26-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,1.3
26-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,1.5
26-Jun-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,2.8
26-Jun-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,26-37,26-37,25-Nov,0.1-10,3.7
26-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,5.8
26-Jun-2025,Ganga,NORTH KOEL,25-Nov,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,3.2
26-Jun-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,6.7
26-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,13.2
27-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,1.5
27-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.3
27-Jun-2025,Ganga,GANDAK,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.2
27-Jun-2025,Ganga,SON,0.1-10,25-Nov,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,1.6
27-Jun-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,25-Nov,1.3
27-Jun-2025,Ganga,NORTH KOEL,25-Nov,26-37,26-37,25-Nov,26-37,25-Nov,25-Nov,5.8
27-Jun-2025,Ganga,KANHAR,25-Nov,25-Nov,25-Nov,26-37,25-Nov,25-Nov,25-Nov,21.1
27-Jun-2025,Ganga,UPPER SON,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,25-Nov,16.3
28-Jun-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.8
28-Jun-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1
28-Jun-2025,Ganga,GANDAK,0.1-10,25-Nov,25-Nov,25-Nov,0.1-10,0.1-10,0.1-10,0.3
